Company Name,Job Title,Location,Country,Job Category,Job Type,Location Type,Description,Salary,Years of Experience,Date Posted,Application Link,Website Link,Job_Board,Job_Board_Link
Confidencial,Assistente Financeiro-Administrativo,Greater São Paulo Area,Unknown,Nursing Homes and Residential Care Facilities,Full-time,On-site,"- Controle financeiro utilizando sistema de controle de clínica médica; - Atuação em contas a pagar / a receber - pagamento de contas - Conciliações bancárias - Elaboração de planilhas administrativas (despesas, repasses médicos) e relatórios - Auxílio na gestão de RH / Folha de pagamento de funcionários (não é o processamento da folha) Conhecimento Excel Sistema Integrado Experiência comprovada na área financeira e administrativa, de preferência em clínicas médicas e/ou hospitais ou operadores de planos de saude;",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/assistente-financeiro-administrativo-at-confidencial-3605332619?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=9PX0GkWO6DZqnSS%2BE2ti5w%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Copeiro (a),Aracaju,Brasil,Utility System Construction,Full-time,On-site,"* Preparar e servir café, chá e água; * Lavar e esterilizar copos, xícaras, pires, talheres e demais utensílios utilizados na copa; * Limpar a parte interna e externa dos armários da copa; * Limpar a máquina de fazer café, o refrigerador e o bebedouro, quando houver; * Realizar outros serviços correlatos; *Prestar os serviços em rigorosa higiene. Ensino Fundamental Completo",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/copeiro-a-at-confidencial-3605332611?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=cXBVjN0T71JEyMPEaOYFqg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Auxiliar Técnico de Obras,Rio de Janeiro,Brasil,Retail Recyclable Materials & Used Merchandise,Full-time,On-site,- Supervisionar equipes de trabalho da construção civil que atuam em canteiros de obras; - Elaborar documentação técnica; - Controlar os padrões de produtividade da obra; - Fazer checklist diário dos serviços executados. - Ter 2º Grau Completo; - Possuir nível de conhecimento Intermediário no AutoCad e Excel (SERÁ TESTADO); - Ter Habilitação B com EAR (Obrigatório); - É obrigatório que tenha concluído o curso Técnico em Edificações.,Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/auxiliar-t%C3%A9cnico-de-obras-at-confidencial-3605334072?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=T3W8IcapAxmSUBCbj10eEQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
IMPERIUM GROUP,Assistente de Sucesso do Cliente,Barueri,Brasil,Human Resources Services,Full-time,On-site,"Onboarding de novos clientes Criar e controlar planilhas diversas. Criar mensagens de disparo de avisos para clientes. Enviar mensagens individuais para produtos específicos, pesquisas, entre outros. Garantir que, mensalmente, todos os alunos da empresa tenham pelo menos um contato de compromisso com o seu próprio sucesso. Realizar o acompanhamento e atualização de planilhas de controle e entrega de resultados. Incluir alunos BPMs na planilha de controle de mentorias em andamento. Realizar a abertura e fechamento de turmas de alunos. Adicionar aniversariantes BM e BPM na agenda pessoal do CEO. Enviar comunicados de Webnários nos grupos do BM e BPM. Organizar e manter atualizada a pasta de conclusão de mentorias com as devidas gravações e links criados. Organizar e manter atualizada a planilha do Advanced Mentoring por ciclos. Preencher planilhas de indicadores do departamento. Apurar e analisar criticamente diversas informações, a fim de propor melhorias nas atividades da área. Executar atividades correlatas, compatíveis com o cargo e de acordo com a necessidade.",Salary not mentioned,No Experience mentioned,21/04/2023,https://br.linkedin.com/jobs/view/assistente-de-sucesso-do-cliente-at-imperium-group-3605321031?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=SVjChHuTEtVFKQN9EW5gPA%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.imperiumgroupuae.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Baby Nurse,Educadora (Berçário),Greater São Paulo Area,Unknown,Secretarial Schools,Full-time,On-site,"Irá atuar com outra Educadora, sendo responsável conjuntamente pelos cuidados aos bebês, incluindo higiene (banhos, trocas de fraldas), alimentação e estimulação. Deverá elaborar planejamento, semanários, portfólios de desenvolvimentos, lembrancinhas, painéis, e demais atividades pertinentes à função. Deverá participar de reuniões pedagógicas e gerais, bem como de eventos e reuniões de pais e mestres. Necessário formação completa em Pedagogia (possuir o Histórico), bem como experiência em Berçário. Necessário residir na Zona Sul de SP e ter acesso fácil a região do Aeroporto de Congonhas ou Shopping Interlagos",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/educadora-ber%C3%A7%C3%A1rio-at-baby-nurse-3605332507?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=zcPFSq2m8GPRLk1lA33g7A%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.babynursecare.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Diretor(a) Pedagógico,São Bernardo do Campo,Brasil,Secretarial Schools,Full-time,On-site,"Coordenar, planejar e acompanhar junto com a equipe pedagógica os planos de ensino e processos pedagógicos. Administrar o cotidiano escolar, desenvolver os calendários, participar do planejamento, execução das reuniões pedagógicas, conselhos de classe e reuniões de pais. Formação em Pedagogia. Desejável: Especialização em Gestão Escolar, Psicopedagogia e/ou similar. Conhecimento em sistemas e aplicativos de comunicação escolar.",Salary not mentioned,No Experience mentioned,11/05/2023,https://br.linkedin.com/jobs/view/diretor-a-pedag%C3%B3gico-at-confidencial-3605334012?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=G%2BdSeyE%2Fbag0CCKR6FCFxQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Day One Agency,"Director, Insights & Analytics",Los Angeles Metropolitan Area,Perú,Advertising Services and Public Relations and Communications Services,Full-time,On-site,"Day One Agency— Campaign US 2023 Independent Agency of the Year and PRWeek’s Outstanding Midsize Agency —is hiring! We’re looking for a Director, Insights & Analytics to join our growing team. Are you passionate about creating impactful campaigns that connect brands with their audiences? Do you speak in KPIs and ERs, with a love for data and dashboards? Then join our Creative Strategy & Insights team and be a part of a creative and collaborative environment that's always pushing the boundaries of what's possible!

Our company culture is at the core of everything we do. It defines our vibe. It’s what makes every day, day one. We offer a highly collaborative environment (even as we work from a distance in this new remote world) where smart and hyper-passionate people come together to solve creative communications challenges. It’s no secret; we work hard, but only on the things we love. From the day this agency was created, we vowed to only work on projects that fire us up and that’s still true.

Join Day One Agency’s Creative Strategy & Insights team and help us continue to set the standard for innovative, data driven campaigns that connect brands with the most influential voices on social media.

This position is full time and available in Los Angeles, Chicago, Portland or New York City offices.

Responsibilities

The ideal candidate for this role will have a proven track record of staying ahead of the curve when it comes to social media measurement and analytics, and will be able to leverage their knowledge to help create engaging and effective campaigns for our clients.

Be a master of platform analytics (Instagram, TikTok etc) and tools such as Brandwatch, Affinio, GWI etc and tell us what else we might need to uncover consumer truths.
Analyze crucial campaign data and optimize our comms with actionable recommendations.
Act as primary client lead for measurement, analytics, reporting and goal setting.
Contribute and help expand agency POV, capabilities and offerings within the analytics and measurement space.
Extract insights from different sources to help bolster our planning and creative.
Segment audience data, sketching out consumer profiles - helping us get to know who we are talking to.
Identify opportunities for us to jump into with our brands - often realtime.
Visualize data and storytelling, translating data into actionable recommendations and building into presentations.
Improve reporting and the way we report on campaign success. You speak in KPIs and ERs.
Help to identify trends and consumer behavioral shifts.
Provide fresh thinking and creative ways to solve client challenges.
Be on top of the changing social, digital, influencer and measurement landscape—looking for untapped opportunities and thinking to bring to our work

Requirements

This candidate will have 5-8 years of experience pertaining to:
Leading social analysis, measurement strategy and reporting for major consumer brands.
Building monthly reports and quarterly deep dives, monitoring owned channel performance as well as broader audience / demographic trends.
Thinking through brand-specific learning agendas and making recommendations for improvements and how to measure success.
Positive can-do attitude and creative problem-solver
Expert knowledge of how paid, earned and owned channels work together
Organized and extremely detail-oriented, especially as it pertains to reporting and analysis
Managing clients from different business functions, BONUS: experience working in an IAT structure
Iterating and evolving strategy with constructive feedback
Excellent written and verbal communication skills
Strong knowledge of all social platforms and general reporting methods (Instagram, Twitter, Facebook, Pinterest, TikTok) including native analytics (Facebook Insights, Twitter Analytics etc.)
Excellent time management skills and ability to manage projects end-to-end

Compensation + Benefits

We value all of our employees and are happy to provide comprehensive benefits to help support them holistically in the best way we can. We offer all our employees:
Health Care (Medical, Dental, Vision)
“Take-As-You-Need” Paid Time Off
Company Paid Holidays
Fresh Thinking Fridays
Summer Fridays
Annual Technology Stipend
401K Retirement Plan with Company Match
Paid Parental Leave
Commuter Benefits
Company Credit Card
Uber Business Account
New Business Referral Bonus
Employee Referral Bonus

The Company is committed to fair and equitable compensation practices. The base compensation range for this role is $105,000-$150,000 and this position is eligible for benefits that include medical insurance (health, dental, and vision), retirement plan, paid time off, paid parental leave, new business and employee referral bonuses, etc. Please note that the compensation information provided is a good faith estimate for New York City and California based hires only and is provided pursuant to the New York City and California Pay Transparency Law. Final compensation for this role will be determined by various factors such as candidates' relevant work experience, skills, qualifications, and location.",Salary not mentioned,8,12/05/2023,https://www.linkedin.com/jobs/view/director-insights-analytics-at-day-one-agency-3603584141?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=IbHMEpgqNsDtYZZhG7E%2FnA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.dayoneagency.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Reforcel Escapamentos,Assistente Financeiro - Contas a Receber,Brasília,Brasil,Motor Vehicle Parts Manufacturing,Full-time,On-site,Acompanha a liquidação de títulos e vencimentos; Realiza baixa de títulos em sistema; Cobrança de débitos em aberto; Realiza conciliação de retornos e pagamentos; Emitir extratos bancários; Realizar negociações e recuperação junto aos inadimplentes; Experiência de trabalho comprovada como na área de Contas a Receber; Entendimento dos princípios básicos de análise e liberação de créditos; Experiência em cobrança.,Salary not mentioned,No Experience mentioned,21/04/2023,https://br.linkedin.com/jobs/view/assistente-financeiro-contas-a-receber-at-reforcel-escapamentos-3605314967?refId=JsUunRAjHLqrCWudZv2Pig%3D%3D&trackingId=6jgXWIitbzNIcEImLdplnQ%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,http://www.reforcelescapamentos.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Sirti S.p.A.,PROJECT MANAGER - IMPIANTI TECNOLOGICI,Rome,Italia,Telecommunications,Full-time,On-site,"Il candidato cercato possiede:

almeno 3 anni di esperienza nella gestione di progetti/cantieri di realizzazione nell'ambito degli impianti tecnologici, elettrici e speciali (preferibilmente progetti multidisciplinari)
Laurea in ingegneria
Conoscenza approfondita delle tecnologie e normative relative agli impianti tecnologici, elettrici e speciali
Buona conoscenza del codice sugli appalti pubblici
Conoscenza delle norme per la sicurezza in cantiere
Buona conoscenza del pacchetto Office (excel, project), di Autocad, Primus e Revit
Buona conoscenza della lingua inglese

Principali attività e responsabilità:

La risorsa assicurerà la realizzazione dei progetti/contratti affidati nel rispetto dei tempi, dei parametri contrattuali qualitativi e dei costi standard/negoziati, coordinandosi con le funzioni aziendali coinvolte e agendo come interfaccia primaria verso il cliente di riferimento. Nello specifico, in relazione ai progetti gestiti, sarà responsabile dei processi di:

Budgeting e forecasting di progetto;
Gestione delle priorità in relazione ai KPI contrattuali e alle segnalazioni del cliente di riferimento;
Programmazione lavori e programmazione approvvigionamento materiali/risorse;
Monitoraggio e controllo delle fasi di lavorazione e dello stato d'avanzamento lavori di progetto/attività;
Gestione del ciclo attivo in termini di richiesta del benestare verso il cliente e gestione di eventuali criticità (scoperti di benestare e crediti scaduti);
Gestione amministrativa del contratto in termini di customer satisfaction, varianti contrattuali, gestione delle penali/claims e chiusura tecnica/amministrativa dello stesso.

Completano il profilo: capacità di problem solving e orientamento al risultato; forte propensione al coordinamento; spiccate capacità relazionali e predisposizione a lavorare in team; alto livello di professionalità e integrità.

E' richiesta, inoltre, la disponibilità a frequenti trasferte sul territorio nazionale e il possesso della patente di tipo B. Annuncio rivolto a candidati di entrambi i sessi (D.Lgs 198/2006) ed in rispetto del principio delle pari opportunità (L. 903/77). Inviare la propria candidatura con autorizzazione al trattamento dei dati personali, ai sensi dell’art. 13 del d.lgs. n. 196/2003 e dell’art. 13 GDPR Regolamento UE n. 2016/679.",Salary not mentioned,No Experience mentioned,21/04/2023,https://it.linkedin.com/jobs/view/project-manager-impianti-tecnologici-at-sirti-s-p-a-3605311740?refId=Jgz%2Fv6EAnoQy%2BNFACGYEIg%3D%3D&trackingId=OeQa2kltW37L%2BcDblnt9XA%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card,http://www.sirti.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Confidencial,Auxiliar Administrativo de Recursos Humanos,Rio de Janeiro,Brasil,Utility System Construction,Full-time,On-site,"Controle de planilhas diversas; Controle de folha de ponto; Controle de documentações e arquivos de funcionários; Auxiliar nos processos administrativos de manutenção; Serviços externos; CREA, CARTÓRIO Etc. Ensino médio completo; Desejável cursando ensino superior a partir do 1º período; Desejável experiencia na área; Desejável experiência com processos administrativos de recursos humanos; Boa comunicação verbal e escrita; Proatividade; Resiliência.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/auxiliar-administrativo-de-recursos-humanos-at-confidencial-3605337952?refId=Jgz%2Fv6EAnoQy%2BNFACGYEIg%3D%3D&trackingId=BvIrSMLeMhsuf%2B3ugkfeNA%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card,http://www.econfidencial.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
Markt Club,Gerente Comercial,Brasília,Brasil,IT System Training and Support,Full-time,On-site,"Atividades "" Organizar as operações dos setores de sua responsabilidade e distribuir as responsabilidades aos gerentes de contas "" Monitorar e lidar com o relacionamento dos gerentes de contas com os clientes para manter a reputação da empresa "" Manter-se a par das tendências do mercado para determinar a necessidade de melhorias dos setores de sua responsabilidade. "" Analisar relatórios de vendas e faturamento e fazer previsões. "" Liderar times de gerentes de contas, "" Relacionar com outras áreas, como a comunicação, TI e Convênios "" Manter e garantir que os gerentes mantenham relacionamento com o cliente "" Garantir o relacionamento e serviços aos acompanhando os respectivos resultados. "" Atuar em campanhas de venda e negociação com clientes. "" Disponibilidade para viagens. Requisitos "" Desejável vivência como Gerente comercial em empresa no segmento tecnológico. "" Ter habilidade na gestão de pessoas e comercial. "" Conhecimento comercial: analítico e familiaridade com princípios de análise de dados. "" Resolução de problemas. Seus desafios serão "" Elaborar e/ou acompanhar a previsão de vendas e volumes bem como desenvolver canais de vendas; "" Elaborar e gerenciar ações comerciais; "" Definir a estratégia de atuação do time de gerente comercial, estabelecendo metas e objetivos comerciais; "" Estabelecer alvos de clientes e canais para ações comerciais prioritárias e dirigidas; "" Monitorar os movimentos de mercado, elaborando planos de ação para combater à concorrência; "" Analisar indicadores de desempenho de vendas, despesas, rentabilidade e produtividade; "" Visão geral do processo de vendas; "" Profundo conhecimento do mercado; Diferencial "" Experiência com gerenciamento de contas e ou relacionamento com o cliente; "" Perfil gerencial "" Experiência com empresas de serviços; "" Experiência na área comercial; "" Inglês mínimo intermediário O que faz a empresa? O Markt Club é um programa de benefícios reconhecido mundialmente. Atualmente conta com mais de 5 milhões de usuários titulares, espalhados em mais de 100 clientes. A sua função será prospectar novos clientes e gerenciar a sua própria carteira, dando suporte, participando de reuniões, acompanhando eventos, prestando atendimento e, mais do que tudo, pensar estrategicamente na prevenção de eventuais problemas. Melhor do que resolver problema, é não o deixar acontecer. Se você tem esse perfil, você é muito bem-vindo.",Salary not mentioned,No Experience mentioned,12/05/2023,https://br.linkedin.com/jobs/view/gerente-comercial-at-markt-club-3605330660?refId=Jgz%2Fv6EAnoQy%2BNFACGYEIg%3D%3D&trackingId=g2RS0WBrIf3TRjfW0gzKlA%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card,http://www.marktclub.com,Linkedin,https://www.linkedin.com/jobs/search/?currentJobId=3602134195&geoId=92000000&location=Worldwide&refresh=true
